event_id,stock_code,company_name,cb_code,short_name,issue_date,signal_date,signal_session_offset,signal_calendar_days_after_issue,ma5,ma10,ma20,trust_net_buy_shares,outstanding_shares,share_count_effective_date,trust_daily_pct_capital,entry_date,entry_price,entry_price_basis,mature_365d,hit_100_365d,days_to_100_365d,max_high_return_365d,max_high_date_365d,min_low_return_365d,fixed_return_365d,current_return_pct
6282|62822|2023-06-13,6282,康舒科技股份有限公司,62822,康舒二,2023-06-13,2023-11-21,109,161,38.159,37.8005,37.7254,3778000.0,526291290.0,2022-12-31,0.717853,2023-11-22,40.116376045522344,next_session_open,True,False,,10.7488,2023-11-23,-30.4348,-15.7031,
3617|36172|2023-06-16,3617,碩天科技股份有限公司,36172,碩天二,2023-06-16,2023-08-11,37,56,199.2115,197.4581,194.3574,183000.0,83305200.0,2022-12-31,0.219674,2023-08-14,209.1336320243239,next_session_open,True,False,,39.9086,2024-07-03,-19.7389,23.2941,
3587|35871|2023-06-20,3587,閎康科技股份有限公司,35871,閎康一,2023-06-20,2023-07-17,17,27,220.7095,215.679,207.077,279000.0,62313200.0,2022-12-31,0.447738,2023-07-18,225.69474369495555,next_session_open,True,False,,31.7269,2023-08-30,-20.0803,17.0522,
5608|56086|2023-06-21,5608,四維航業股份有限公司,56086,四維航六,2023-06-21,2024-05-14,216,328,20.85,20.27,19.5075,3100000.0,389271600.0,2023-12-31,0.796359,2024-05-15,22.950000762939453,next_session_open,True,False,,9.1503,2024-06-06,-40.5229,-24.6187,
5434|54342|2023-06-29,5434,崇越科技股份有限公司,54342,崇越二,2023-06-29,2024-04-18,195,294,234.6485,230.8698,216.6305,681000.0,188699600.0,2023-12-31,0.360891,2024-04-19,240.54695093908975,next_session_open,True,False,,30.601,2024-10-24,-18.2999,-4.9813,
9958|99585|2023-07-19,9958,世紀鋼鐵結構股份有限公司,99585,世紀鋼五,2023-07-19,2023-12-05,95,139,163.8235,162.8105,159.7955,955000.0,232396399.99999997,2022-12-31,0.410936,2023-12-06,176.55892893473307,next_session_open,True,True,191,104.0984,2024-06-18,-8.7432,0.3046,
5009|50097|2023-07-31,5009,榮剛材料科技股份有限公司,50097,榮剛七,2023-07-31,2023-12-01,85,123,41.1397,40.7971,39.9558,1003000.0,457122400.0,2022-12-31,0.219416,2023-12-04,42.68970365481441,next_session_open,True,False,,18.3551,2024-05-02,-8.8265,1.2183,
6472|64723|2023-08-04,6472,保瑞藥業股份有限公司,64723,保瑞三,2023-08-04,2024-01-17,114,166,536.1696,530.8482,524.4383,290000.0,101420000.0,2023-12-31,0.28594,2024-01-18,557.9389088358923,next_session_open,True,False,,40.8959,2024-07-16,-11.5607,14.7646,
8255|82551|2023-08-09,8255,朋程科技股份有限公司,82551,朋程一,2023-08-09,2023-12-29,99,142,170.5307,168.6328,166.0869,296000.0,91447010.0,2022-12-31,0.323685,2024-01-02,173.12287712097168,next_session_open,True,False,,24.8663,2024-06-25,-20.0794,-8.8577,
6414|64145|2023-08-16,6414,樺漢科技股份有限公司,64145,樺漢五,2023-08-16,2023-09-08,17,23,240.3865,236.3771,234.9516,759000.0,106037000.0,2022-12-31,0.715788,2023-09-11,246.35613280238368,next_session_open,True,False,,35.2622,2024-04-01,-11.2116,5.3486,
1514|15141|2023-08-17,1514,亞力電機股份有限公司,15141,亞力一,2023-08-17,2023-11-24,68,99,52.5867,52.344,50.8203,797000.0,239743000.0,2022-12-31,0.332439,2023-11-27,57.869611078891616,next_session_open,True,True,134,196.7742,2024-04-15,-1.2903,90.0042,
3088|30882|2023-08-28,3088,艾訊股份有限公司,30882,艾訊二,2023-08-28,2024-09-04,249,373,86.1487,84.9873,83.0121,235000.0,101618500.0,2023-12-31,0.231257,2024-09-05,87.10057588057084,next_session_open,True,False,,71.0383,2025-02-07,-9.7595,-2.6413,
6873|68731|2023-09-28,6873,泓德能源科技股份有限公司,68731,泓德能源一創,2023-09-28,2024-10-01,244,369,233.3631,231.4874,217.6748,245000.0,100000000.0,2023-12-31,0.245,2024-10-04,231.0610434649422,next_session_open,True,False,,2.3149,2025-06-18,-48.4985,-47.6329,
3680|36804|2023-10-18,3680,家登精密工業股份有限公司,36804,家登四,2023-10-18,2023-11-23,26,36,360.214,356.0497,347.8157,342000.0,84249400.0,2022-12-31,0.405938,2023-11-24,367.2176290566865,next_session_open,True,False,,59.9944,2024-10-08,-8.9457,33.1973,
